address,city,state,zip,price,sqft,bedrooms,bathrooms,days_on_zillow,sale_type,url
2739 S Cochran Ave,Los Angeles,CA,90016,680000,NA,NA,NA,8,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/2739-S-Cochran-Ave-Los-Angeles-CA-90016/20585042_zpid/
811 Austin Ave,Inglewood,CA,90302,2300000,NA,NA,NA,7,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/811-Austin-Ave-Inglewood-CA-90302/2109050433_zpid/
814 N Market St,Inglewood,CA,90302,1550000,NA,NA,NA,8,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/814-N-Market-St-Inglewood-CA-90302/2120244616_zpid/
3872 Bentley Ave,Culver City,CA,90232,2250000,NA,NA,NA,9,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/3872-Bentley-Ave-Culver-City-CA-90232/20436250_zpid/
4181 Commonwealth Ave,Culver City,CA,90232,1449000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/4181-Commonwealth-Ave-Culver-City-CA-90232/20436500_zpid/
Flight Ave,Los Angeles,CA,90045,NA,NA,NA,NA,170,Foreclosure,http://www.zillow.com/homes/for_sale//homedetails/Flight-Ave-Los-Angeles-CA-90045/116766913_zpid/
6019 S La Cienega Blvd,Los Angeles,CA,90056,NA,NA,NA,NA,15,Auction,http://www.zillow.com/homes/for_sale//homedetails/6019-S-La-Cienega-Blvd-Los-Angeles-CA-90056/20377380_zpid/
2753 S Sepulveda Blvd,Los Angeles,CA,90064,1250000,NA,NA,NA,15,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/2753-S-Sepulveda-Blvd-Los-Angeles-CA-90064/20459128_zpid/
3872 Bentley Ave,Culver City,CA,90232,2250000,NA,NA,NA,9,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/3872-Bentley-Ave-Culver-City-CA-90232/20436250_zpid/
4181 Commonwealth Ave,Culver City,CA,90232,1449000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/4181-Commonwealth-Ave-Culver-City-CA-90232/20436500_zpid/
4045 Tilden Ave,Culver City,CA,90232,1995000,NA,NA,NA,13,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/4045-Tilden-Ave-Culver-City-CA-90232/20436307_zpid/
4175 Duquesne Ave,Culver City,CA,90232,1975000,NA,NA,NA,NA,New Construction,http://www.zillow.com/homes/for_sale//homedetails/4175-Duquesne-Ave-Culver-City-CA-90232/20432293_zpid/
La Salle Ave,Culver City,CA,90232,NA,NA,NA,NA,30,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/191088349_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Harter Ave,Culver City,CA,90232,NA,NA,NA,NA,19,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/135405581_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
10716 Paramount Blvd # O3NA6L,Downey,CA,90241,531148,NA,NA,NA,NA,New Construction,"http://www.zillow.com/homes/for_sale/2095899655_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
10716 Paramount Blvd # OT1XH1,Downey,CA,90241,638862,NA,NA,NA,NA,New Construction,"http://www.zillow.com/homes/for_sale/2095899656_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
10716 Paramount Blvd # 98GWLC,Downey,CA,90241,568862,NA,NA,NA,NA,New Construction,"http://www.zillow.com/homes/for_sale/2095998739_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
7250 Pellet St,Downey,CA,90241,700000,NA,NA,NA,15,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/7250-Pellet-St-Downey-CA-90241/21039837_zpid/
Luxor St,Downey,CA,90241,NA,NA,NA,NA,586,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/124825540_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Cleta St,Downey,CA,90241,NA,NA,NA,NA,346,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/116885133_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
11525 Haro Ave,Downey,CA,90241,1200000,NA,NA,NA,36,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/11525-Haro-Ave-Downey-CA-90241/21040333_zpid/
Davis St,Downey,CA,90241,NA,NA,NA,NA,285,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/136014277_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Old River School Rd APT 1,Downey,CA,90241,NA,NA,NA,NA,744,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/136014274_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Luxor St,Downey,CA,90241,NA,NA,NA,NA,30,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/194106436_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Devenir Ave,Downey,CA,90242,NA,NA,NA,NA,145,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/128660313_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
8043 Cheyenne Ave,Downey,CA,90242,675000,NA,NA,NA,34,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/8043-Cheyenne-Ave-Downey-CA-90242/21053581_zpid/
8814 Imperial Hwy,Downey,CA,90242,799000,NA,NA,NA,844,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/8814-Imperial-Hwy-Downey-CA-90242/2103142885_zpid/
12040 Dolan Ave,Downey,CA,90242,1100000,NA,NA,NA,78,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/12040-Dolan-Ave-Downey-CA-90242/21052487_zpid/
Cheyenne Ave,Downey,CA,90242,NA,NA,NA,NA,52,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/136014245_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
14332 Kabana Ln # X2QASR,Gardena,CA,90247,656990,NA,NA,NA,NA,New Construction,"http://www.zillow.com/homes/for_sale/2096757665_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
14332 Kabana Ln # WFVB7Y,Gardena,CA,90247,612990,NA,NA,NA,NA,New Construction,"http://www.zillow.com/homes/for_sale/2096757664_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
14332 Kabana Ln # HKOY6P,Gardena,CA,90247,627990,NA,NA,NA,NA,New Construction,"http://www.zillow.com/homes/for_sale/2096757666_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1156 Marine Ave,Gardena,CA,90247,639000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/1156-Marine-Ave-Gardena-CA-90247/2098138111_zpid/
13530 S Mariposa Ave,Gardena,CA,90247,599900,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/13530-S-Mariposa-Ave-Gardena-CA-90247/20984849_zpid/
S Mariposa Ave,Gardena,CA,90247,NA,NA,NA,NA,515,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/119642326_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1739 W 144th St,Gardena,CA,90247,NA,NA,NA,NA,2312,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/1739-W-144th-St-Gardena-CA-90247/20979038_zpid/
1167 W 141st St,Gardena,CA,90247,NA,NA,NA,NA,1188,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/1167-W-141st-St-Gardena-CA-90247/20985109_zpid/
S Menlo Ave,Gardena,CA,90247,NA,NA,NA,NA,107,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/116877626_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
812 W El Segundo Blvd,Gardena,CA,90247,NA,NA,NA,NA,5742,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/812-W-El-Segundo-Blvd-Gardena-CA-90247/20986066_zpid/
15414 S Vermont Ave,Gardena,CA,90247,699000,NA,NA,NA,64,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/15414-S-Vermont-Ave-Gardena-CA-90247/82749716_zpid/
12910 S Vermont Ave APT 5,Gardena,CA,90247,995000,NA,NA,NA,51,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/12910-S-Vermont-Ave-APT-5-Gardena-CA-90247/2094383876_zpid/
W Gardena Blvd,Gardena,CA,90247,NA,NA,NA,NA,253,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/135958068_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 170th St,Gardena,CA,90247,NA,NA,NA,NA,205,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/135958124_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
16619 S Denver Ave,Gardena,CA,90248,780000,NA,NA,NA,1199,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/16619-S-Denver-Ave-Gardena-CA-90248/20988048_zpid/
14332 Kabana Ln # X2QASR,Gardena,CA,90247,656990,NA,NA,NA,NA,New Construction,"http://www.zillow.com/homes/for_sale/2096757665_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
14332 Kabana Ln # WFVB7Y,Gardena,CA,90247,612990,NA,NA,NA,NA,New Construction,"http://www.zillow.com/homes/for_sale/2096757664_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
14332 Kabana Ln # HKOY6P,Gardena,CA,90247,627990,NA,NA,NA,NA,New Construction,"http://www.zillow.com/homes/for_sale/2096757666_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1630 W 206th St,Torrance,CA,90501,675000,NA,NA,NA,3,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/1630-W-206th-St-Torrance-CA-90501/21268494_zpid/
1156 Marine Ave,Gardena,CA,90247,639000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/1156-Marine-Ave-Gardena-CA-90247/2098138111_zpid/
21617 Figueroa St,Carson,CA,90745,750000,NA,NA,NA,6,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/21617-Figueroa-St-Carson-CA-90745/2093818773_zpid/
2927 W 141st Pl,Gardena,CA,90249,1000000,NA,NA,NA,18,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/2927-W-141st-Pl-Gardena-CA-90249/2093975345_zpid/
20512 S Western Ave,Torrance,CA,90501,765000,NA,NA,NA,23,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/20512-S-Western-Ave-Torrance-CA-90501/21268488_zpid/
2927 W 141st Pl,Gardena,CA,90249,1000000,NA,NA,NA,18,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/2927-W-141st-Pl-Gardena-CA-90249/2093975345_zpid/
2919 W 141st Pl,Gardena,CA,90249,1075000,NA,NA,NA,48,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/2919-W-141st-Pl-Gardena-CA-90249/2110260652_zpid/
Chadron Ave,Gardena,CA,90249,NA,NA,NA,NA,114,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/135379703_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
14332 Kabana Ln # X2QASR,Gardena,CA,90247,656990,NA,NA,NA,NA,New Construction,"http://www.zillow.com/homes/for_sale/2096757665_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
14332 Kabana Ln # WFVB7Y,Gardena,CA,90247,612990,NA,NA,NA,NA,New Construction,"http://www.zillow.com/homes/for_sale/2096757664_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
14332 Kabana Ln # HKOY6P,Gardena,CA,90247,627990,NA,NA,NA,NA,New Construction,"http://www.zillow.com/homes/for_sale/2096757666_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
12512 Cranbrook Ave,Hawthorne,CA,90250,980000,NA,NA,NA,3,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/12512-Cranbrook-Ave-Hawthorne-CA-90250/20351947_zpid/
3256 W 132nd St,Hawthorne,CA,90250,549000,NA,NA,NA,1,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/3256-W-132nd-St-Hawthorne-CA-90250/20353205_zpid/
1156 Marine Ave,Gardena,CA,90247,639000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/1156-Marine-Ave-Gardena-CA-90247/2098138111_zpid/
15728 Larch Ave,Lawndale,CA,90260,1350000,NA,NA,NA,7,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/15728-Larch-Ave-Lawndale-CA-90260/2093827153_zpid/
13530 S Mariposa Ave,Gardena,CA,90247,599900,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/13530-S-Mariposa-Ave-Gardena-CA-90247/20984849_zpid/
12512 Cranbrook Ave,Hawthorne,CA,90250,980000,NA,NA,NA,3,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/12512-Cranbrook-Ave-Hawthorne-CA-90250/20351947_zpid/
3256 W 132nd St,Hawthorne,CA,90250,549000,NA,NA,NA,1,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/3256-W-132nd-St-Hawthorne-CA-90250/20353205_zpid/
13406 Lemoli Ave # 2,Hawthorne,CA,90250,619000,NA,NA,NA,21,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/13406-Lemoli-Ave-2-Hawthorne-CA-90250/2094005566_zpid/
13406 Lemoli Ave,Hawthorne,CA,90250,619000,NA,NA,NA,21,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/13406-Lemoli-Ave-Hawthorne-CA-90250/2094003886_zpid/
4511 W 120th St,Hawthorne,CA,90250,NA,NA,NA,NA,1678,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/4511-W-120th-St-Hawthorne-CA-90250/20349545_zpid/
W 136th St,Hawthorne,CA,90250,NA,NA,NA,NA,131,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/116769207_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 130th St,Hawthorne,CA,90250,NA,NA,NA,NA,198,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/128469630_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
4457 W 120th St,Hawthorne,CA,90250,NA,NA,NA,NA,340,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/4457-W-120th-St-Hawthorne-CA-90250/82883260_zpid/
12035 Manor Dr APT A,Hawthorne,CA,90250,NA,NA,NA,NA,80,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/12035-Manor-Dr-APT-A-Hawthorne-CA-90250/20347735_zpid/
3210 W 134th Pl,Hawthorne,CA,90250,NA,NA,NA,NA,2574,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/3210-W-134th-Pl-Hawthorne-CA-90250/20353457_zpid/
W 116th St,Hawthorne,CA,90250,NA,NA,NA,NA,725,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/120779860_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
11447 Birch Ave,Hawthorne,CA,90250,1049000,NA,NA,NA,51,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/11447-Birch-Ave-Hawthorne-CA-90250/2094369940_zpid/
11405 Menlo Ave,Hawthorne,CA,90250,950000,NA,NA,NA,126,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/11405-Menlo-Ave-Hawthorne-CA-90250/20350956_zpid/
4093 W 129th St,Hawthorne,CA,90250,798000,NA,NA,NA,619,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/4093-W-129th-St-Hawthorne-CA-90250/20350290_zpid/
4861 W 119th St,Hawthorne,CA,90250,1249000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/4861-W-119th-St-Hawthorne-CA-90250/20398591_zpid/
13811 Kornblum Ave,Hawthorne,CA,90250,2400000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/13811-Kornblum-Ave-Hawthorne-CA-90250/2094860223_zpid/
Cedar Ave # A,Hawthorne,CA,90250,NA,NA,NA,NA,33,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/135379244_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W Imperial Hwy,Hawthorne,CA,90250,NA,NA,NA,NA,395,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/135379278_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 135th St,Hawthorne,CA,90250,NA,NA,NA,NA,578,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/135379287_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Truro Ave,Hawthorne,CA,90250,NA,NA,NA,NA,208,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/135379312_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Cranbrook Ave,Hawthorne,CA,90250,NA,NA,NA,NA,95,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/135379668_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 132nd St APT 1,Hawthorne,CA,90250,NA,NA,NA,NA,338,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/135379669_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
6203 Stafford Ave APT B,Huntington Park,CA,90255,810000,NA,NA,NA,1,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/6203-Stafford-Ave-APT-B-Huntington-Park-CA-90255/2093757035_zpid/
6235 Bissell St,Huntington Park,CA,90255,750000,NA,NA,NA,8,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/6235-Bissell-St-Huntington-Park-CA-90255/21072837_zpid/
2211 Mortimer St,Huntington Park,CA,90255,540000,NA,NA,NA,14,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/2211-Mortimer-St-Huntington-Park-CA-90255/21073874_zpid/
2211 Mortimer St # 2,Huntington Park,CA,90255,540000,NA,NA,NA,14,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/2211-Mortimer-St-2-Huntington-Park-CA-90255/2093909518_zpid/
2211 Mortimer St # 1,Huntington Park,CA,90255,540000,NA,NA,NA,14,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/2211-Mortimer-St-1-Huntington-Park-CA-90255/2093909516_zpid/
3257 Walnut St # B,Huntington Park,CA,90255,NA,NA,NA,NA,6051,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/3257-Walnut-St-B-Huntington-Park-CA-90255/21031235_zpid/
Hope St,Huntington Park,CA,90255,NA,NA,NA,NA,416,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/123527241_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Grand Ave,Huntington Park,CA,90255,NA,NA,NA,NA,172,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/127013126_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Seville Ave,Huntington Park,CA,90255,NA,NA,NA,NA,72,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/129567347_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Broadway,Huntington Park,CA,90255,NA,NA,NA,NA,72,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/129572414_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Hill St,Huntington Park,CA,90255,NA,NA,NA,NA,165,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/127010178_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
6412 Templeton St,Huntington Park,CA,90255,825000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/6412-Templeton-St-Huntington-Park-CA-90255/2094535225_zpid/
6231 State St,Huntington Park,CA,90255,570000,NA,NA,NA,294,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/6231-State-St-Huntington-Park-CA-90255/2097258905_zpid/
2439 Palm Pl,Huntington Park,CA,90255,1850000,NA,NA,NA,81,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/2439-Palm-Pl-Huntington-Park-CA-90255/2094744022_zpid/
6125 Stafford Ave,Huntington Park,CA,90255,870000,NA,NA,NA,130,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/6125-Stafford-Ave-Huntington-Park-CA-90255/2109199955_zpid/
Live Oak St,Huntington Park,CA,90255,NA,NA,NA,NA,92,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/135985824_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Olive St,Huntington Park,CA,90255,NA,NA,NA,NA,666,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/135985846_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Broadway,Huntington Park,CA,90255,NA,NA,NA,NA,255,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/135985861_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Hill St,Huntington Park,CA,90255,NA,NA,NA,NA,191,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/135985891_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Otis Ave,Huntington Park,CA,90255,NA,NA,NA,NA,765,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/136014179_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Broadway,Huntington Park,CA,90255,NA,NA,NA,NA,95,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/135985797_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Stafford Ave,Huntington Park,CA,90255,NA,NA,NA,NA,37,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/190895023_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Randolph St,Huntington Park,CA,90255,NA,NA,NA,NA,512,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/136041390_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Albany St,Huntington Park,CA,90255,NA,NA,NA,NA,298,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/136041397_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
